Case Number,Date Report Signed,Link Text,URLs
19-OCI-197,04-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=584
19-OVD-196,06-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=693
19-OCI-195,06-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=687
19-OFI-193,09-Dec-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=610
19-PVI-190,06-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=681
19-TCI-189,30-Mar-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=674
19-TCI-187,15-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=818
19-OCI-186,04-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=747
19-OCI-185,14-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=700
19-TCI-184,30-Mar-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=685
19-OCD-183,12-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1271
19-OCI-181,05-Feb-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=632
19-OCI-179,30-Mar-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=666
19-OFI-177,27-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=727
19-PCI-174,14-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=705
19-OCI-171,14-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=709
19-OFD-170,08-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=826
19-OCD-169,13-Oct-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=966
19-PVI-167,30-Mar-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=672
19-PCI-166,30-Mar-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=664
19-OCI-163,30-Mar-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=670
19-OVD-161,23-Mar-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=668
19-OCI-160,10-Feb-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=640
19-OOD-158,15-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1203
19-TCI-156,06-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=857
19-PVI-155,02-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=405
19-PCI-152,09-Dec-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=614
19-TVI-150,16-Dec-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=618
19-OCI-149,16-Dec-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=624
19-TFD-147,09-Mar-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=660
19-OCI-146,11-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=777
19-OVI-145,16-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=839
19-TVD-144,09-Dec-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=616
19-TCI-139,18-Feb-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=654
19-PFD-134,06-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=691
19-OCI-130,03-Dec-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=604
19-PVI-129,10-Feb-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=646
19-PCD-128,31-Aug-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=923
19-OCI-127,09-Dec-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=608
19-OCI-126,10-Feb-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=642
19-TCI-125,03-Dec-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=606
19-OCD-120,09-Dec-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=612
19-OCI-117,18-Feb-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=656
19-OCI-115,25-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=602
19-PCD-112,18-Feb-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=658
19-OCI-111,04-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=582
19-OCI-110,18-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=594
19-PCI-107,16-Dec-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=622
19-OCI-102,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=469
19-PCI-101,04-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=580
19-OVI-100,17-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=379
19-TCD-098,25-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=600
19-PCD-097,04-Jun-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=344
19-OCI-094,25-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=596
19-OCI-089,04-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=574
19-OCI-088,04-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=572
19-OCD-087,25-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=598
19-OCI-084,18-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=592
19-OVI-083,14-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=413
19-OVI-081,04-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=578
19-PCI-078,07-Feb-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=644
19-OCI-075,04-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=570
19-OFI-074,30-Mar-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=676
19-TCI-073a,09-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=925
19-TCI-073,18-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=590
19-OCI-072,21-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=557
19-OCI-071,13-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=859
19-TFI-070,05-Feb-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=636
19-OCI-069,21-Jan-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=626
19-PVI-067,05-Feb-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=634
19-PCI-065,04-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=586
19-PCI-064,04-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=568
19-TCI-063,15-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=545
19-OCI-059,15-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=543
19-PCD-057,14-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=698
19-PVI-056,21-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=559
19-TCI-054,04-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=371
19-OCI-053,21-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=555
19-OCI-049,15-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=539
19-OCI-048,06-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=689
19-TCI-047,15-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=537
19-OCI-046,04-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=576
19-TCI-042,16-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=541
19-OCI-039,07-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=533
19-OCI-038,07-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=531
19-OCI-030,07-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=529
19-OFD-024,13-Feb-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=638
19-TFI-023,04-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=566
19-PCD-021,03-Apr-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=288
19-OCI-020,07-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=527
19-OCI-017,07-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=515
19-OVD-015,03-Apr-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=290
19-OVI-010,25-Jun-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=365
19-OCI-009,15-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=535
19-OCI-006,15-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=547
19-OCI-004,21-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=553
19-OCI-002,07-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=525
18-OCI-381,07-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=523
18-OVI-380,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=467
18-OCD-379,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=475
18-OCI-377,02-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=369
18-OCI-376,23-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=501
18-TVI-375,23-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=513
18-OCI-373,30-Mar-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=683
18-OCI-372,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=481
18-OFI-371,12-Jun-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=356
18-OCI-370,23-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=507
18-TCI-369,23-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=505
18-OCI-367,23-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=491
18-PVI-365,23-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=511
18-OCI-361,23-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=495
18-OCI-356,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=483
18-TCI-354,23-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=503
18-PCI-351,23-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=499
18-TCI-348,21-Jan-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=630
18-OCI-342,07-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=521
18-OCI-342 (rectificatif),03-Dec-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=620
18-OVI-340,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=489
18-TFI-338,23-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=485
18-PCI-337,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=461
18-OVI-336,28-Jun-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=367
18-TCI-334,23-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=509
18-OCI-333,23-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=497
18-OVI-330,28-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=564
18-OCI-327,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=453
18-OCI-326,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=471
18-OCI-325,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=455
18-OCI-323,28-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=562
18-PCD-322,22-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=242
18-TCI-321,26-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=441
18-TVD-318,04-Jun-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=346
18-PCI-317,23-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=493
18-TCI-315,01-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=457
18-OCI-314,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=477
18-OCI-312,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=459
18-OFD-308,23-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=473
18-OCD-303,06-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=449
18-PCI-302,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=465
18-OCD-297,26-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=435
18-OFI-295,05-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=220
18-PCI-294,06-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=463
18-TCD-291,06-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=447
18-OFD-283 (rectificatif),15-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=385
18-OFD-283,24-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=328
18-OCI-282,26-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=437
18-OCI-281,06-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=445
18-TVI-280,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=487
18-PCD-279,06-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=451
18-OCD-278,06-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=479
18-OCI-276,17-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=381
18-OFI-275,09-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=517
18-OCD-273,26-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=443
18-TCI-271,25-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=246
18-POD-270,02-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=519
18-OCI-269,16-Apr-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=294
18-PFI-267,21-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=549
18-OCI-265,26-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=433
18-PCD-263,16-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=190
18-OVI-262,25-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=387
18-OCI-256,19-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=415
18-PCD-251,17-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=383
18-TCI-250,26-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=431
18-TCI-244,19-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=417
18-OCI-242,14-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=409
18-OCI-240,19-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=439
18-OCI-238,02-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=393
18-PCI-237,19-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=423
18-TCI-234,26-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=429
18-OVI-231,01-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=403
18-TCI-230,16-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=411
18-OCI-228,02-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=395
18-OVI-224,19-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=425
18-OCI-221,19-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=419
18-TCD-220,07-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=165
18-OCI-217,01-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=401
18-PCI-216,26-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=427
18-PCI-209,24-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=391
18-OCI-208,01-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=397
18-OCI-205,24-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=389
18-OCI-203,19-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=421
18-TVI-197,01-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=399
18-TCI-196,27-Jun-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=363
18-OCI-194,10-Jun-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=354
18-PVI-193,06-Jun-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=352
18-TVI-188,03-Jun-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=350
18-OCD-186,14-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=194
18-OVI-182,04-Mar-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=256
18-POD-180,27-Jun-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=373
18-OCI-178,02-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=407
18-PFI-177,20-Mar-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=261
18-OCI-176,23-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=338
18-OCI-173,23-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=336
18-TFD-172,28-Mar-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=286
18-OVI-169,16-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=375
18-OCI-168,31-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=348
18-PCI-166,17-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=326
18-OCI-165,06-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=318
18-OVI-163,24-Apr-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=302
18-OCI-162,16-Apr-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=295
18-OCI-160,02-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=307
18-TCD-155,21-Mar-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=263
18-OVI-154,23-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=342
18-OVI-151,16-Apr-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=301
18-TCD-150,23-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=334
18-OVI-147,18-Apr-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=298
18-OFI-146,22-Mar-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=282
18-OCI-143,03-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=311
18-TCI-141,03-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=309
18-PVI-140,20-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=244
18-PCI-133,29-Apr-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=305
18-OOD-130,20-Mar-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=284
18-TCI-129,03-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=315
18-OCI-128,03-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=316
18-TCI-126,07-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=322
18-PCD-125,28-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=254
18-OCI-124,28-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=214
18-TVI-118,10-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=340
18-PCD-117,15-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=320
18-OFD-102,06-Mar-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=259
18-TCI-101,29-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=218
18-OCI-100,11-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=227
18-OFI-098,22-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=251
18-OCI-085,14-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=240
18-OFD-083,31-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=223
18-OCI-082,15-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=377
18-OCI-081,10-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=324
18-PVI-080,25-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=210
18-PCI-076,22-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=249
18-OCI-073,13-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=238
18-OCI-069,12-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=216
18-PVD-068,28-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=212
18-OCI-067,01-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=225
18-PCI-065,17-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=198
18-OVD-062,13-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=331
18-TCI-061,15-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=200
18-OFD-060,21-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=202
18-TCI-058,24-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=208
18-OCI-057,24-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=184
18-OCI-056,23-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=206
18-OCD-053,09-Apr-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=292
18-TCI-052,23-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=204
18-OCD-051,02-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=114
18-OCD-050,20-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=167
18-OVI-048,20-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=188
18-OCI-045,20-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=180
18-PCI-044,06-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=171
18-TCI-043,10-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=162
18-OCI-038,20-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=182
18-OCI-036,10-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=160
18-OCD-033,30-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=106
18-OCI-032,18-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=186
18-OFD-030,14-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=108
18-PVI-028,28-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=173
18-TCI-027,28-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=155
18-TCI-026,20-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=169
18-OVI-025,21-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=177
18-OCI-024,21-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=148
18-OVI-023,16-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=175
18-OCI-022,23-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=146
18-POD-009,03-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=110
18-OVI-008,15-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=131
18-OCI-006,16-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=150
18-TCI-005,14-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=141
18-PCI-003,13-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=144
18-PCD-002,10-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=192
18-OCI-001,19-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=127
17-OCI-377,14-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=125
17-OVI-376,05-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=112
17-PVI-374,30-Oct-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=135
17-PFD-373,11-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=196
17-PVI-371,18-Oct-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=80
17-OCI-369,05-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=153
17-TCI-368,08-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=137
17-TCI-365,10-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=158
